home_team,away_team,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,date,stage,stadium,city
Germany,Russia,3,0,,,3,0,1972-06-18T15:00:00Z,Final,King Baudouin Stadium,Brussels
Hungary,Belgium,1,2,,,1,2,1972-06-17T19:00:00Z,Third-place play-off,Stade Maurice Dufrasne,Liege
Belgium,Germany,1,2,,,1,2,1972-06-14T19:00:00Z,Semi-finals,Bosuil,Deurne
Hungary,Russia,0,1,,,0,1,1972-06-14T19:00:00Z,Semi-finals,RSC Anderlecht Stadium,Brussels
