home_team,away_team,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,date,stage,stadium,city
Spain,Russia,2,1,,,2,1,1964-06-21T17:30:00Z,Final,Estadio Santiago Bernabéu,Madrid
Hungary,Denmark,1,1,,,3,1,1964-06-20T19:00:00Z,Third-place play-off,Camp Nou,Barcelona
Denmark,Russia,0,3,,,0,3,1964-06-17T21:30:00Z,Semi-finals,Camp Nou,Barcelona
Spain,Hungary,1,1,,,2,1,1964-06-17T19:00:00Z,Semi-finals,Estadio Santiago Bernabéu,Madrid
