home_team,Austria_0,Austria_1,Belgium_0,Belgium_1,Croatia_0,Croatia_1,Czechia_0,Czechia_1,Denmark_0,Denmark_1,England_0,England_1,Finland_0,Finland_1,France_0,France_1,Germany_0,Germany_1,Hungary_0,Hungary_1,Italy_0,Italy_1,Netherlands_0,Netherlands_1,North Macedonia_0,North Macedonia_1,Poland_0,Poland_1,Portugal_0,Portugal_1,Russia_0,Russia_1,Scotland_0,Scotland_1,Slovakia_0,Slovakia_1,Spain_0,Spain_1,Sweden_0,Sweden_1,Switzerland_0,Switzerland_1,Turkey_0,Turkey_1,Ukraine_0,Ukraine_1,Wales_0,Wales_1
Austria,,,"{""predictions"": [21.58, 78.42, 0.0], ""scorePrediction"": [1, 3]}","{""predictions"": [17.66, 66.27, 16.07], ""scorePrediction"": [1, 2]}","{""predictions"": [51.54, 48.46, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [38.83, 37.63, 23.54], ""scorePrediction"": [2, 1]}","{""predictions"": [47.33, 52.67, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [36.11, 40.97, 22.92], ""scorePrediction"": [1, 2]}","{""predictions"": [38.08, 61.92, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [30.61, 47.13, 22.26], ""scorePrediction"": [1, 2]}","{""predictions"": [34.96, 65.04, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [28.55, 50.12, 21.33], ""scorePrediction"": [1, 2]}","{""predictions"": [58.31, 41.69, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [42.05, 32.77, 25.18], ""scorePrediction"": [2, 1]}","{""predictions"": [35.19, 64.81, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.34, 51.51, 21.15], ""scorePrediction"": [1, 2]}","{""predictions"": [31.11, 68.89, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [25.12, 54.36, 20.52], ""scorePrediction"": [1, 2]}","{""predictions"": [57.65, 42.35, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [43.52, 31.6, 24.88], ""scorePrediction"": [2, 1]}","{""predictions"": [31.63, 68.37, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [24.87, 55.16, 19.97], ""scorePrediction"": [1, 2]}","{""predictions"": [35.65, 64.35, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.78, 50.6, 21.62], ""scorePrediction"": [1, 2]}","{""predictions"": [44.39, 55.61, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [33.95, 42.69, 23.36], ""scorePrediction"": [1, 2]}","{""predictions"": [45.28, 54.72, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [34.81, 41.7, 23.49], ""scorePrediction"": [1, 2]}","{""predictions"": [35.28, 64.72, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.24, 51.97, 20.79], ""scorePrediction"": [1, 2]}","{""predictions"": [40.3, 59.7, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [31.07, 45.54, 23.39], ""scorePrediction"": [1, 2]}","{""predictions"": [54.15, 45.85, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [40.94, 34.29, 24.77], ""scorePrediction"": [2, 1]}","{""predictions"": [53.34, 46.66, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [40.25, 35.83, 23.92], ""scorePrediction"": [2, 1]}","{""predictions"": [26.24, 73.76, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [21.69, 60.14, 18.17], ""scorePrediction"": [1, 2]}","{""predictions"": [48.88, 51.12, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [37.99, 38.37, 23.64], ""scorePrediction"": [1, 2]}","{""predictions"": [37.41, 62.59, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [28.83, 49.44, 21.73], ""scorePrediction"": [1, 2]}","{""predictions"": [47.77, 52.23, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [36.88, 38.79, 24.33], ""scorePrediction"": [1, 2]}","{""predictions"": [56.07, 43.93, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [40.91, 33.81, 25.28], ""scorePrediction"": [2, 1]}","{""predictions"": [66.15, 33.85, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [48.55, 25.77, 25.68], ""scorePrediction"": [1, 0]}"
Belgium,"{""predictions"": [78.93, 21.07, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [66.28, 17.62, 16.1], ""scorePrediction"": [3, 1]}",,,"{""predictions"": [80.0, 20.0, 0.0], ""scorePrediction"": [3, 1]}","{""predictions"": [67.6, 16.55, 15.85], ""scorePrediction"": [2, 1]}","{""predictions"": [76.52, 23.48, 0.0], ""scorePrediction"": [3, 1]}","{""predictions"": [63.45, 19.75, 16.8], ""scorePrediction"": [2, 1]}","{""predictions"": [69.32, 30.68, 0.0], ""scorePrediction"": [3, 2]}","{""predictions"": [58.41, 24.25, 17.34], ""scorePrediction"": [2, 1]}","{""predictions"": [67.24, 32.76, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [55.21, 27.33, 17.46], ""scorePrediction"": [3, 2]}","{""predictions"": [83.18, 16.82, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [69.68, 14.68, 15.64], ""scorePrediction"": [2, 1]}","{""predictions"": [66.55, 33.45, 0.0], ""scorePrediction"": [3, 2]}","{""predictions"": [55.21, 27.59, 17.2], ""scorePrediction"": [2, 1]}","{""predictions"": [62.21, 37.79, 0.0], ""scorePrediction"": [3, 2]}","{""predictions"": [50.93, 31.18, 17.89], ""scorePrediction"": [3, 2]}","{""predictions"": [82.62, 17.38, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [70.52, 14.16, 15.32], ""scorePrediction"": [2, 1]}","{""predictions"": [61.85, 38.15, 0.0], ""scorePrediction"": [3, 2]}","{""predictions"": [51.22, 30.9, 17.88], ""scorePrediction"": [3, 2]}","{""predictions"": [66.71, 33.29, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [55.47, 27.39, 17.14], ""scorePrediction"": [2, 1]}","{""predictions"": [74.49, 25.51, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [61.61, 21.55, 16.84], ""scorePrediction"": [2, 1]}","{""predictions"": [74.73, 25.27, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [61.63, 20.87, 17.5], ""scorePrediction"": [2, 1]}","{""predictions"": [66.29, 33.71, 0.0], ""scorePrediction"": [3, 2]}","{""predictions"": [54.51, 27.99, 17.5], ""scorePrediction"": [3, 2]}","{""predictions"": [71.23, 28.77, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [59.39, 23.71, 16.9], ""scorePrediction"": [3, 1]}","{""predictions"": [81.19, 18.81, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [69.44, 15.14, 15.42], ""scorePrediction"": [3, 1]}","{""predictions"": [81.18, 18.82, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [67.16, 17.15, 15.69], ""scorePrediction"": [3, 1]}","{""predictions"": [55.17, 44.83, 0.0], ""scorePrediction"": [3, 2]}","{""predictions"": [47.06, 36.02, 16.92], ""scorePrediction"": [3, 2]}","{""predictions"": [78.35, 21.65, 0.0], ""scorePrediction"": [3, 1]}","{""predictions"": [66.03, 17.62, 16.35], ""scorePrediction"": [3, 1]}","{""predictions"": [68.59, 31.41, 0.0], ""scorePrediction"": [3, 1]}","{""predictions"": [56.52, 25.69, 17.79], ""scorePrediction"": [3, 1]}","{""predictions"": [78.25, 21.75, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [64.26, 19.07, 16.67], ""scorePrediction"": [2, 1]}","{""predictions"": [82.0, 18.0, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [68.97, 15.84, 15.19], ""scorePrediction"": [2, 1]}","{""predictions"": [88.64, 11.36, 0.0], ""scorePrediction"": [3, 0]}","{""predictions"": [75.31, 10.95, 13.74], ""scorePrediction"": [3, 0]}"
Croatia,"{""predictions"": [48.26, 51.74, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [37.34, 38.45, 24.21], ""scorePrediction"": [1, 2]}","{""predictions"": [20.07, 79.93, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [16.89, 67.21, 15.9], ""scorePrediction"": [1, 3]}",,,"{""predictions"": [44.61, 55.39, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [35.11, 41.28, 23.61], ""scorePrediction"": [1, 2]}","{""predictions"": [37.01, 62.99, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [29.11, 48.75, 22.14], ""scorePrediction"": [1, 2]}","{""predictions"": [34.45, 65.55, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [26.67, 52.54, 20.79], ""scorePrediction"": [1, 2]}","{""predictions"": [55.9, 44.1, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [40.83, 33.48, 25.69], ""scorePrediction"": [1, 0]}","{""predictions"": [33.51, 66.49, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [26.63, 51.9, 21.47], ""scorePrediction"": [1, 2]}","{""predictions"": [29.83, 70.17, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [24.12, 55.81, 20.07], ""scorePrediction"": [1, 2]}","{""predictions"": [55.31, 44.69, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [41.53, 32.52, 25.95], ""scorePrediction"": [1, 0]}","{""predictions"": [29.78, 70.22, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [24.2, 56.59, 19.21], ""scorePrediction"": [1, 2]}","{""predictions"": [33.72, 66.28, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.54, 51.21, 21.25], ""scorePrediction"": [1, 2]}","{""predictions"": [43.27, 56.73, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [32.42, 43.75, 23.83], ""scorePrediction"": [1, 2]}","{""predictions"": [43.06, 56.94, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [32.51, 44.39, 23.1], ""scorePrediction"": [1, 2]}","{""predictions"": [32.04, 67.96, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [26.48, 52.46, 21.06], ""scorePrediction"": [1, 2]}","{""predictions"": [38.87, 61.13, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [30.33, 47.67, 22.0], ""scorePrediction"": [1, 2]}","{""predictions"": [53.25, 46.75, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [39.39, 35.15, 25.46], ""scorePrediction"": [1, 0]}","{""predictions"": [50.87, 49.13, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [38.74, 36.58, 24.68], ""scorePrediction"": [2, 1]}","{""predictions"": [24.66, 75.34, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [20.67, 62.06, 17.27], ""scorePrediction"": [1, 2]}","{""predictions"": [47.47, 52.53, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [35.81, 40.63, 23.56], ""scorePrediction"": [1, 2]}","{""predictions"": [35.88, 64.12, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.71, 50.43, 21.86], ""scorePrediction"": [1, 2]}","{""predictions"": [46.89, 53.11, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [35.35, 40.25, 24.4], ""scorePrediction"": [1, 2]}","{""predictions"": [54.14, 45.86, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [40.61, 34.0, 25.39], ""scorePrediction"": [1, 0]}","{""predictions"": [63.41, 36.59, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [47.02, 26.13, 26.85], ""scorePrediction"": [1, 0]}"
Czechia,"{""predictions"": [52.89, 47.11, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [40.17, 35.73, 24.1], ""scorePrediction"": [2, 1]}","{""predictions"": [24.45, 75.55, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [19.74, 63.34, 16.92], ""scorePrediction"": [1, 2]}","{""predictions"": [55.3, 44.7, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [41.61, 34.94, 23.45], ""scorePrediction"": [2, 1]}",,,"{""predictions"": [42.58, 57.42, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [33.42, 45.7, 20.88], ""scorePrediction"": [1, 2]}","{""predictions"": [37.5, 62.5, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [30.04, 48.62, 21.34], ""scorePrediction"": [1, 2]}","{""predictions"": [59.15, 40.85, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [45.02, 29.88, 25.1], ""scorePrediction"": [2, 1]}","{""predictions"": [37.83, 62.17, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [30.26, 48.62, 21.12], ""scorePrediction"": [1, 2]}","{""predictions"": [33.99, 66.01, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.68, 51.69, 20.63], ""scorePrediction"": [1, 2]}","{""predictions"": [59.35, 40.65, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [45.28, 30.04, 24.68], ""scorePrediction"": [2, 1]}","{""predictions"": [34.78, 65.22, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [27.1, 52.33, 20.57], ""scorePrediction"": [1, 2]}","{""predictions"": [37.93, 62.07, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [29.77, 49.97, 20.26], ""scorePrediction"": [1, 2]}","{""predictions"": [47.14, 52.86, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [36.34, 40.87, 22.79], ""scorePrediction"": [1, 2]}","{""predictions"": [48.44, 51.56, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [37.55, 39.53, 22.92], ""scorePrediction"": [1, 2]}","{""predictions"": [37.55, 62.45, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [29.68, 49.45, 20.87], ""scorePrediction"": [1, 2]}","{""predictions"": [43.3, 56.7, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [34.18, 42.75, 23.07], ""scorePrediction"": [1, 2]}","{""predictions"": [56.75, 43.25, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [43.78, 32.2, 24.02], ""scorePrediction"": [2, 1]}","{""predictions"": [55.92, 44.08, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [41.6, 34.02, 24.38], ""scorePrediction"": [2, 1]}","{""predictions"": [28.56, 71.44, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [23.25, 58.23, 18.52], ""scorePrediction"": [1, 2]}","{""predictions"": [51.44, 48.56, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [39.74, 37.11, 23.15], ""scorePrediction"": [2, 1]}","{""predictions"": [40.45, 59.55, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [32.01, 46.48, 21.51], ""scorePrediction"": [1, 2]}","{""predictions"": [51.73, 48.27, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [39.13, 37.21, 23.66], ""scorePrediction"": [2, 1]}","{""predictions"": [56.94, 43.06, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [42.83, 31.93, 25.24], ""scorePrediction"": [2, 1]}","{""predictions"": [68.64, 31.36, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [51.8, 23.83, 24.37], ""scorePrediction"": [1, 0]}"
Denmark,"{""predictions"": [61.41, 38.59, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [47.5, 31.25, 21.25], ""scorePrediction"": [2, 1]}","{""predictions"": [30.14, 69.86, 0.0], ""scorePrediction"": [1, 3]}","{""predictions"": [25.38, 56.61, 18.01], ""scorePrediction"": [1, 2]}","{""predictions"": [62.56, 37.44, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [48.37, 29.44, 22.19], ""scorePrediction"": [2, 1]}","{""predictions"": [57.24, 42.76, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [45.45, 32.83, 21.72], ""scorePrediction"": [2, 1]}",,,"{""predictions"": [45.96, 54.04, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [37.09, 42.51, 20.4], ""scorePrediction"": [1, 2]}","{""predictions"": [68.66, 31.34, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [52.67, 26.08, 21.25], ""scorePrediction"": [2, 1]}","{""predictions"": [46.19, 53.81, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [37.06, 42.5, 20.44], ""scorePrediction"": [1, 2]}","{""predictions"": [41.05, 58.95, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [34.1, 46.15, 19.75], ""scorePrediction"": [1, 2]}","{""predictions"": [67.93, 32.07, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [52.93, 24.91, 22.16], ""scorePrediction"": [2, 1]}","{""predictions"": [41.71, 58.29, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [33.8, 46.44, 19.76], ""scorePrediction"": [1, 2]}","{""predictions"": [46.74, 53.26, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [36.46, 43.14, 20.4], ""scorePrediction"": [1, 2]}","{""predictions"": [54.25, 45.75, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [43.71, 34.44, 21.85], ""scorePrediction"": [2, 1]}","{""predictions"": [56.97, 43.03, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [43.27, 34.85, 21.88], ""scorePrediction"": [2, 1]}","{""predictions"": [45.22, 54.78, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [37.11, 42.73, 20.16], ""scorePrediction"": [1, 2]}","{""predictions"": [51.61, 48.39, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [40.26, 38.39, 21.35], ""scorePrediction"": [2, 1]}","{""predictions"": [65.27, 34.73, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [51.24, 26.16, 22.6], ""scorePrediction"": [2, 1]}","{""predictions"": [63.04, 36.96, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [50.14, 27.94, 21.92], ""scorePrediction"": [2, 1]}","{""predictions"": [35.98, 64.02, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [29.17, 51.99, 18.84], ""scorePrediction"": [1, 2]}","{""predictions"": [60.15, 39.85, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [47.26, 30.75, 21.99], ""scorePrediction"": [2, 1]}","{""predictions"": [46.7, 53.3, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [38.53, 40.61, 20.86], ""scorePrediction"": [1, 2]}","{""predictions"": [59.77, 40.23, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [46.81, 32.08, 21.11], ""scorePrediction"": [2, 1]}","{""predictions"": [66.17, 33.83, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [51.71, 25.76, 22.53], ""scorePrediction"": [2, 1]}","{""predictions"": [74.76, 25.24, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [59.25, 19.36, 21.39], ""scorePrediction"": [1, 0]}"
England,"{""predictions"": [64.75, 35.25, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [50.37, 28.79, 20.84], ""scorePrediction"": [2, 1]}","{""predictions"": [33.06, 66.94, 0.0], ""scorePrediction"": [2, 3]}","{""predictions"": [28.1, 54.58, 17.32], ""scorePrediction"": [2, 3]}","{""predictions"": [64.68, 35.32, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [51.55, 27.39, 21.06], ""scorePrediction"": [2, 1]}","{""predictions"": [62.24, 37.76, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [49.02, 30.61, 20.37], ""scorePrediction"": [2, 1]}","{""predictions"": [53.78, 46.22, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [41.74, 37.84, 20.42], ""scorePrediction"": [2, 1]}",,,"{""predictions"": [70.54, 29.46, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [56.08, 23.27, 20.65], ""scorePrediction"": [2, 1]}","{""predictions"": [49.77, 50.23, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [39.65, 40.31, 20.04], ""scorePrediction"": [1, 2]}","{""predictions"": [44.52, 55.48, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [36.29, 44.12, 19.59], ""scorePrediction"": [1, 2]}","{""predictions"": [70.9, 29.1, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [55.27, 24.04, 20.69], ""scorePrediction"": [2, 1]}","{""predictions"": [45.6, 54.4, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [36.39, 44.21, 19.4], ""scorePrediction"": [1, 2]}","{""predictions"": [49.66, 50.34, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [39.71, 39.75, 20.54], ""scorePrediction"": [1, 2]}","{""predictions"": [58.47, 41.53, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [46.59, 32.33, 21.08], ""scorePrediction"": [2, 1]}","{""predictions"": [58.81, 41.19, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [46.44, 32.42, 21.14], ""scorePrediction"": [2, 1]}","{""predictions"": [49.28, 50.72, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [39.27, 41.34, 19.39], ""scorePrediction"": [1, 2]}","{""predictions"": [55.18, 44.82, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [44.3, 34.94, 20.76], ""scorePrediction"": [2, 1]}","{""predictions"": [68.84, 31.16, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [53.76, 24.64, 21.6], ""scorePrediction"": [2, 1]}","{""predictions"": [66.47, 33.53, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [52.75, 26.18, 21.07], ""scorePrediction"": [2, 1]}","{""predictions"": [40.01, 59.99, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [32.28, 48.94, 18.78], ""scorePrediction"": [1, 2]}","{""predictions"": [62.51, 37.49, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [50.13, 28.41, 21.46], ""scorePrediction"": [2, 1]}","{""predictions"": [52.33, 47.67, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [40.78, 38.25, 20.97], ""scorePrediction"": [2, 1]}","{""predictions"": [62.28, 37.72, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [48.37, 29.73, 21.9], ""scorePrediction"": [2, 1]}","{""predictions"": [69.42, 30.58, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [55.31, 24.57, 20.12], ""scorePrediction"": [2, 1]}","{""predictions"": [77.26, 22.74, 0.0], ""scorePrediction"": [2, 1]}","{""predictions"": [61.38, 18.32, 20.3], ""scorePrediction"": [2, 0]}"
Finland,"{""predictions"": [42.37, 57.63, 0.0], ""scorePrediction"": [0, 1]}","{""predictions"": [32.15, 43.09, 24.76], ""scorePrediction"": [0, 1]}","{""predictions"": [17.15, 82.85, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [14.03, 71.16, 14.81], ""scorePrediction"": [1, 2]}","{""predictions"": [44.58, 55.42, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [32.93, 41.27, 25.8], ""scorePrediction"": [0, 1]}","{""predictions"": [39.53, 60.47, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [31.16, 45.02, 23.82], ""scorePrediction"": [1, 2]}","{""predictions"": [33.29, 66.71, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [25.16, 53.11, 21.73], ""scorePrediction"": [1, 2]}","{""predictions"": [29.39, 70.61, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [23.76, 55.99, 20.25], ""scorePrediction"": [1, 2]}",,,"{""predictions"": [29.32, 70.68, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [22.75, 56.14, 21.11], ""scorePrediction"": [1, 2]}","{""predictions"": [25.32, 74.68, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [20.55, 60.02, 19.43], ""scorePrediction"": [1, 2]}","{""predictions"": [48.99, 51.01, 0.0], ""scorePrediction"": [0, 1]}","{""predictions"": [36.93, 36.81, 26.26], ""scorePrediction"": [1, 0]}","{""predictions"": [25.26, 74.74, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [20.28, 60.91, 18.81], ""scorePrediction"": [1, 2]}","{""predictions"": [30.32, 69.68, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [22.93, 56.17, 20.9], ""scorePrediction"": [1, 2]}","{""predictions"": [38.1, 61.9, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [29.03, 47.39, 23.58], ""scorePrediction"": [1, 2]}","{""predictions"": [37.75, 62.25, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [29.12, 47.89, 22.99], ""scorePrediction"": [1, 2]}","{""predictions"": [28.73, 71.27, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [22.29, 57.05, 20.66], ""scorePrediction"": [1, 2]}","{""predictions"": [34.4, 65.6, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [26.74, 50.6, 22.66], ""scorePrediction"": [1, 2]}","{""predictions"": [48.22, 51.78, 0.0], ""scorePrediction"": [0, 1]}","{""predictions"": [34.79, 39.58, 25.63], ""scorePrediction"": [0, 1]}","{""predictions"": [45.63, 54.37, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [33.82, 40.05, 26.13], ""scorePrediction"": [0, 1]}","{""predictions"": [21.52, 78.48, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [17.98, 64.31, 17.71], ""scorePrediction"": [1, 2]}","{""predictions"": [42.38, 57.62, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [31.33, 43.15, 25.52], ""scorePrediction"": [0, 1]}","{""predictions"": [30.54, 69.46, 0.0], ""scorePrediction"": [1, 2]}","{""predictions"": [24.39, 53.98, 21.63], ""scorePrediction"": [1, 2]}","{""predictions"": [41.58, 58.42, 0.0], ""scorePrediction"": [0, 1]}","{""predictions"": [30.73, 44.12, 25.15], ""scorePrediction"": [0, 1]}","{""predictions"": [48.03, 51.97, 0.0], ""scorePrediction"": [0, 1]}","{""predictions"": [35.19, 37.79, 27.02], ""scorePrediction"": [0, 1]}","{""predictions"": [58.53, 41.47, 0.0], ""scorePrediction"": [1, 0]}","{""predictions"": [42.82, 29.57, 27.61], ""scorePrediction"": [1, 0]}"
