home_team,away_team,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,date,stage,stadium,city
NL,GB-WLS,3,2,,,3,2,2022-06-14T18:45:00Z,Group A4,Stadion Feijenoord 'De Kuip',Rotterdam
PL,BE,0,1,,,0,1,2022-06-14T18:45:00Z,Group A4,PGE Narodowy,Warsaw
DE,IT,5,2,,,5,2,2022-06-14T18:45:00Z,Group A3,Borussia-Park,Monchengladbach
GB-ENG,HU,0,4,,,0,4,2022-06-14T18:45:00Z,Group A3,Molineux,Wolverhampton
UA,IE,1,1,,,1,1,2022-06-14T18:45:00Z,Group B1,Stadion Miejski im Wladyslawa Krola,Lodz
TR,LT,2,0,,,2,0,2022-06-14T18:45:00Z,Group C1,Gürsel Aksel,Izmir
BA,FI,3,2,,,3,2,2022-06-14T18:45:00Z,Group B3,Stadion Bilino Polje,Zenica
LU,FO,2,2,,,2,2,2022-06-14T18:45:00Z,Group C1,Stade de LU,LU
LI,LV,0,2,,,0,2,2022-06-14T18:45:00Z,Group D1,Rheinpark Stadion,Vaduz
MD,AD,2,1,,,2,1,2022-06-14T16:00:00Z,Group D1,Stadionul Zimbru,Chișinău
AM,GB-SCT,1,4,,,1,4,2022-06-14T16:00:00Z,Group B1,Republican Stadium after Vazgen Sargsyan,Yerevan
FR,HR,0,1,,,0,1,2022-06-13T18:45:00Z,Group A1,Stade de FR,Saint-Denis
IS,IL,2,2,,,2,2,2022-06-13T18:45:00Z,Group B2,Laugardalsvöllur,Reykjavík
RU,AL,,,,,0,0,2022-06-13T18:45:00Z,Group B2,VTB Arena,Moscow
DK,AT,2,0,,,2,0,2022-06-13T18:45:00Z,Group A1,Parken,Copenhagen
AZ,BY,2,0,,,2,0,2022-06-13T16:00:00Z,Group C3,Liv Bona Dea Arena,Baku
KZ,SK,2,1,,,2,1,2022-06-13T14:00:00Z,Group C3,Astana Arena,Astana
GR,XK,2,0,,,2,0,2022-06-12T18:45:00Z,Group C2,Panthessaliko,Volos
SI,RS,2,2,,,2,2,2022-06-12T18:45:00Z,Group B4,Stadion Stožice,Ljubljana
CH,PT,1,0,,,1,0,2022-06-12T18:45:00Z,Group A2,Stade de Genève,Geneva
ES,CZ,2,0,,,2,0,2022-06-12T18:45:00Z,Group A2,La Rosaleda,Malaga
MT,SM,1,0,,,1,0,2022-06-12T18:45:00Z,Group D2,National Stadium,Ta' Qali
NO,SE,3,2,,,3,2,2022-06-12T16:00:00Z,Group B4,Ullevaal Stadion,Oslo
GE,BG,0,0,,,0,0,2022-06-12T16:00:00Z,Group C4,Boris Paichadze National Stadium,Tbilisi
MK,GI,4,0,,,4,0,2022-06-12T16:00:00Z,Group C4,National Arena Todor Proeski,Skopje
GB-NIR,CY,2,2,,,2,2,2022-06-12T13:00:00Z,Group C2,National Football Stadium at Windsor Park,Belfast
NL,PL,2,2,,,2,2,2022-06-11T18:45:00Z,Group A4,Stadion Feijenoord 'De Kuip',Rotterdam
GB-WLS,BE,1,1,,,1,1,2022-06-11T18:45:00Z,Group A4,Cardiff City Stadium,Cardiff
RO,FI,1,0,,,1,0,2022-06-11T18:45:00Z,Group B3,Giulesti Stadium,Bucharest
GB-ENG,IT,0,0,,,0,0,2022-06-11T18:45:00Z,Group A3,Molineux,Wolverhampton
HU,DE,1,1,,,1,1,2022-06-11T18:45:00Z,Group A3,Puskás Aréna,Budapest
LU,TR,0,2,,,0,2,2022-06-11T18:45:00Z,Group C1,Stade de LU,LU
ME,BA,1,1,,,1,1,2022-06-11T18:45:00Z,Group B3,Gradski Stadion Podgorica,Podgorica
IE,GB-SCT,3,0,,,3,0,2022-06-11T16:00:00Z,Group B1,Aviva Stadium,Dublin
FO,LT,2,1,,,2,1,2022-06-11T16:00:00Z,Group C1,Tórsvøllur,Torshavn
UA,AM,3,0,,,3,0,2022-06-11T13:00:00Z,Group B1,Stadion Miejski im Wladyslawa Krola,Lodz
RU,IS,,,,,0,0,2022-06-10T18:45:00Z,Group B2,VTB Arena,Moscow
AT,FR,1,1,,,1,1,2022-06-10T18:45:00Z,Group A1,Ernst-Happel-Stadion,Vienna
DK,HR,0,1,,,0,1,2022-06-10T18:45:00Z,Group A1,Parken,Copenhagen
AL,IL,1,2,,,1,2,2022-06-10T18:45:00Z,Group B2,Air AL Stadium,Tirana
AD,LI,2,1,,,2,1,2022-06-10T18:45:00Z,Group D1,Estadi Nacional,AD la Vella
BY,KZ,1,1,,,1,1,2022-06-10T18:45:00Z,Group C3,Stadion Karadjordje,Novi Sad
MD,LV,2,4,,,2,4,2022-06-10T16:00:00Z,Group D1,Stadionul Zimbru,Chișinău
AZ,SK,0,1,,,0,1,2022-06-10T16:00:00Z,Group C3,Liv Bona Dea Arena,Baku
CH,ES,0,1,,,0,1,2022-06-09T18:45:00Z,Group A2,Stade de Genève,Geneva
PT,CZ,2,0,,,2,0,2022-06-09T18:45:00Z,Group A2,Estádio José Alvalade,Lisbon
SE,RS,0,1,,,0,1,2022-06-09T18:45:00Z,Group B4,Friends Arena,Solna
GR,CY,3,0,,,3,0,2022-06-09T18:45:00Z,Group C2,Panthessaliko,Volos
NO,SI,0,0,,,0,0,2022-06-09T18:45:00Z,Group B4,Ullevaal Stadion,Oslo
MT,EE,1,2,,,1,2,2022-06-09T18:45:00Z,Group D2,National Stadium,Ta' Qali
XK,GB-NIR,3,2,,,3,2,2022-06-09T18:45:00Z,Group C2,Stadiumi Fadil Vokrri,Pristina
MK,GE,0,3,,,0,3,2022-06-09T18:45:00Z,Group C4,National Arena Todor Proeski,Skopje
GI,BG,1,1,,,1,1,2022-06-09T18:45:00Z,Group C4,Victoria Stadium,GI
IE,UA,0,1,,,0,1,2022-06-08T18:45:00Z,Group B1,Aviva Stadium,Dublin
GB-SCT,AM,2,0,,,2,0,2022-06-08T18:45:00Z,Group B1,Hampden Park,Glasgow
BE,PL,6,1,,,6,1,2022-06-08T18:45:00Z,Group A4,King Baudouin Stadium,Brussels
GB-WLS,NL,1,2,,,1,2,2022-06-08T18:45:00Z,Group A4,Cardiff City Stadium,Cardiff
DE,GB-ENG,1,1,,,1,1,2022-06-07T18:45:00Z,Group A3,Allianz Arena,Munich
IT,HU,2,1,,,2,1,2022-06-07T18:45:00Z,Group A3,Stadio Dino Manuzzi,Cesena
BA,RO,1,0,,,1,0,2022-06-07T18:45:00Z,Group B3,Stadion Bilino Polje,Zenica
LT,TR,0,6,,,0,6,2022-06-07T18:45:00Z,Group C1,LFF stadionas,Vilnius
FO,LU,0,1,,,0,1,2022-06-07T18:45:00Z,Group C1,Tórsvøllur,Torshavn
FI,ME,2,0,,,2,0,2022-06-07T16:00:00Z,Group B3,Helsinki Olympic Stadium,Helsinki
IS,AL,1,1,,,1,1,2022-06-06T18:45:00Z,Group B2,Laugardalsvöllur,Reykjavík
HR,FR,1,1,,,1,1,2022-06-06T18:45:00Z,Group A1,Stadion Poljud,Split
SK,KZ,0,1,,,0,1,2022-06-06T18:45:00Z,Group C3,Štadión Antona Malatinského,Trnava
AT,DK,1,2,,,1,2,2022-06-06T18:45:00Z,Group A1,Ernst-Happel-Stadion,Vienna
IL,RU,,,,,0,0,2022-06-06T18:45:00Z,Group B2,Sammy Ofer Stadium,Haifa
AD,MD,0,0,,,0,0,2022-06-06T18:45:00Z,Group D1,Estadi Nacional,AD la Vella
BY,AZ,0,0,,,0,0,2022-06-06T18:45:00Z,Group C3,Stadion Karadjordje,Novi Sad
LV,LI,1,0,,,1,0,2022-06-06T16:00:00Z,Group D1,Daugava,Riga
SE,NO,1,2,,,1,2,2022-06-05T18:45:00Z,Group B4,Friends Arena,Solna
BG,GE,2,5,,,2,5,2022-06-05T18:45:00Z,Group C4,Huvepharma Arena,Razgrad
PT,CH,4,0,,,4,0,2022-06-05T18:45:00Z,Group A2,Estádio José Alvalade,Lisbon
CZ,ES,2,2,,,2,2,2022-06-05T18:45:00Z,Group A2,Fortuna Arena,Prague
RS,SI,4,1,,,4,1,2022-06-05T18:45:00Z,Group B4,Stadion Rajko Mitić,Belgrade
XK,GR,0,1,,,0,1,2022-06-05T18:45:00Z,Group C2,Stadiumi Fadil Vokrri,Pristina
CY,GB-NIR,0,0,,,0,0,2022-06-05T16:00:00Z,Group C2,AEK Arena,Larnaca
GI,MK,0,2,,,0,2,2022-06-05T16:00:00Z,Group C4,Victoria Stadium,GI
SM,MT,0,2,,,0,2,2022-06-05T13:00:00Z,Group D2,SM Stadium,Serravalle
TR,FO,4,0,,,4,0,2022-06-04T18:45:00Z,Group C1,Başakşehir Fatih Terim Stadyumu,Istanbul
IT,DE,1,1,,,1,1,2022-06-04T18:45:00Z,Group A3,Stadio Renato Dall'Ara,Bologna
ME,RO,2,0,,,2,0,2022-06-04T18:45:00Z,Group B3,Gradski Stadion Podgorica,Podgorica
HU,GB-ENG,1,0,,,1,0,2022-06-04T16:00:00Z,Group A3,Puskás Aréna,Budapest
FI,BA,1,1,,,1,1,2022-06-04T16:00:00Z,Group B3,Helsinki Olympic Stadium,Helsinki
LT,LU,0,2,,,0,2,2022-06-04T16:00:00Z,Group C1,LFF stadionas,Vilnius
AM,IE,1,0,,,1,0,2022-06-04T13:00:00Z,Group B1,Republican Stadium after Vazgen Sargsyan,Yerevan
FR,DK,1,2,,,1,2,2022-06-03T18:45:00Z,Group A1,Stade de FR,Saint-Denis
BE,NL,1,4,,,1,4,2022-06-03T18:45:00Z,Group A4,King Baudouin Stadium,Brussels
HR,AT,0,3,,,0,3,2022-06-03T18:45:00Z,Group A1,Stadion Gradski vrt,Osijek
BY,SK,0,1,,,0,1,2022-06-03T18:45:00Z,Group C3,Stadion Karadjordje,Novi Sad
LI,MD,0,2,,,0,2,2022-06-03T18:45:00Z,Group D1,Rheinpark Stadion,Vaduz
LV,AD,3,0,,,3,0,2022-06-03T16:00:00Z,Group D1,Daugava,Riga
KZ,AZ,2,0,,,2,0,2022-06-03T14:00:00Z,Group C3,Astana Arena,Astana
ES,PT,1,1,,,1,1,2022-06-02T18:45:00Z,Group A2,Estadio Benito Villamarín,Seville
CZ,CH,2,1,,,2,1,2022-06-02T18:45:00Z,Group A2,Fortuna Arena,Prague
GB-NIR,GR,0,1,,,0,1,2022-06-02T18:45:00Z,Group C2,National Football Stadium at Windsor Park,Belfast
AL,RU,,,,,0,0,2022-06-02T18:45:00Z,Group B2,Air AL Stadium,Tirana
IL,IS,2,2,,,2,2,2022-06-02T18:45:00Z,Group B2,Sammy Ofer Stadium,Haifa
SI,SE,0,2,,,0,2,2022-06-02T18:45:00Z,Group B4,Stadion Stožice,Ljubljana
RS,NO,0,1,,,0,1,2022-06-02T18:45:00Z,Group B4,Stadion Rajko Mitić,Belgrade
GE,GI,4,0,,,4,0,2022-06-02T16:00:00Z,Group C4,Boris Paichadze National Stadium,Tbilisi
CY,XK,0,2,,,0,2,2022-06-02T16:00:00Z,Group C2,AEK Arena,Larnaca
BG,MK,1,1,,,1,1,2022-06-02T16:00:00Z,Group C4,Huvepharma Arena,Razgrad
EE,SM,2,0,,,2,0,2022-06-02T16:00:00Z,Group D2,A. Le Coq Arena,Tallinn
PL,GB-WLS,2,1,,,2,1,2022-06-01T16:00:00Z,Group A4,Tarczynski Arena Wroclaw,Wroclaw
