home_team,away_team,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,date,stage,stadium,city
IL,AL,2,0,,,2,0,2018-10-14T18:45:00Z,Group C1,Turner Stadium,Beer Sheva
LT,ME,1,4,,,1,4,2018-10-14T18:45:00Z,Group C4,LFF stadionas,Vilnius
RU,TR,2,0,,,2,0,2018-10-14T16:00:00Z,Group B2,Fisht Stadium,Sochi
FO,XK,1,1,,,1,1,2018-10-14T16:00:00Z,Group D3,Tórsvøllur,Torshavn
AZ,MT,1,1,,,1,1,2018-10-14T16:00:00Z,Group D3,Baku Olympic Stadium,Baku
RO,RS,0,0,,,0,0,2018-10-14T13:00:00Z,Group C4,National Arena,Bucharest
NL,DE,3,0,,,3,0,2018-10-13T18:45:00Z,Group A1,Johan Cruijff ArenA,Amsterdam
IE,DK,0,0,,,0,0,2018-10-13T18:45:00Z,Group B4,Dublin Arena,Dublin
MK,LI,4,1,,,4,1,2018-10-13T18:45:00Z,Group D4,National Arena Todor Proeski,Skopje
BG,CY,2,1,,,2,1,2018-10-13T18:45:00Z,Group C3,Natsionalen Stadion Vasil Levski,Sofia
GE,AD,3,0,,,3,0,2018-10-13T16:00:00Z,Group D1,Boris Paichadze National Stadium Dinamo Arena,Tbilisi
LV,KZ,1,1,,,1,1,2018-10-13T16:00:00Z,Group D1,Daugava,Riga
AM,GI,0,1,,,0,1,2018-10-13T16:00:00Z,Group D4,Republican Stadium after Vazgen Sargsyan,Yerevan
NO,SI,1,0,,,1,0,2018-10-13T16:00:00Z,Group C3,Ullevaal Stadion,Oslo
SK,CZ,1,2,,,1,2,2018-10-13T13:00:00Z,Group B1,Štadión Antona Malatinského,Trnava
BE,CH,2,1,,,2,1,2018-10-12T18:45:00Z,Group A2,King Baudouin Stadium,Brussels
HR,GB-ENG,0,0,,,0,0,2018-10-12T18:45:00Z,Group A4,Stadion HNK Rijeka,Rijeka
BY,LU,1,0,,,1,0,2018-10-12T18:45:00Z,Group D2,National Olympic Stadium Dinamo,Minsk
MD,SM,2,0,,,2,0,2018-10-12T18:45:00Z,Group D2,Stadionul Zimbru,Chișinău
AT,GB-NIR,1,0,,,1,0,2018-10-12T18:45:00Z,Group B3,Ernst-Happel-Stadion,Vienna
GR,HU,1,0,,,1,0,2018-10-12T18:45:00Z,Group C2,Olympic Athletic Center of Athens,Athens
EE,FI,0,1,,,0,1,2018-10-12T18:45:00Z,Group C2,Lilleküla Stadium,Tallinn
RU,SE,0,0,,,0,0,2018-10-11T19:45:00Z,Group B2,Kaliningrad Stadium,Kaliningrad
PL,PT,2,3,,,2,3,2018-10-11T18:45:00Z,Group A3,Silesian Stadium,Chorzow
IL,GB-SCT,2,1,,,2,1,2018-10-11T18:45:00Z,Group C1,Sammy Ofer Stadium,Haifa
XK,MT,3,1,,,3,1,2018-10-11T18:45:00Z,Group D3,Stadiumi Fadil Vokrri,Pristina
FO,AZ,0,3,,,0,3,2018-10-11T18:45:00Z,Group D3,Tórsvøllur,Torshavn
LT,RO,1,2,,,1,2,2018-10-11T18:45:00Z,Group C4,LFF stadionas,Vilnius
ME,RS,0,2,,,0,2,2018-10-11T18:45:00Z,Group C4,Gradski Stadion Podgorica,Podgorica
IS,BE,0,3,,,0,3,2018-09-11T18:45:00Z,Group A2,Laugardalsvöllur,Reykjavík
ES,HR,6,0,,,6,0,2018-09-11T18:45:00Z,Group A4,Estadio Manuel Martínez Valero,Elche
SM,LU,0,3,,,0,3,2018-09-11T18:45:00Z,Group D2,SM Stadium,Serravalle
MD,BY,0,0,,,0,0,2018-09-11T18:45:00Z,Group D2,Stadionul Zimbru,Chișinău
BA,AT,1,0,,,1,0,2018-09-11T18:45:00Z,Group B3,Stadion Bilino Polje,Zenica
HU,GR,2,1,,,2,1,2018-09-11T18:45:00Z,Group C2,Ferencváros Stadion,Budapest
FI,EE,1,0,,,1,0,2018-09-11T18:45:00Z,Group C2,Veritas Stadion,Turku
PT,IT,1,0,,,1,0,2018-09-10T18:45:00Z,Group A3,Estádio do SL Benfica,Lisbon
GB-SCT,AL,2,0,,,2,0,2018-09-10T18:45:00Z,Group C1,Hampden Park,Glasgow
AD,KZ,1,1,,,1,1,2018-09-10T18:45:00Z,Group D1,Estadi Nacional,AD la Vella
SE,TR,2,3,,,2,3,2018-09-10T18:45:00Z,Group B2,Friends Arena,Solna
XK,FO,2,0,,,2,0,2018-09-10T18:45:00Z,Group D3,Stadiumi Fadil Vokrri,Pristina
MT,AZ,1,1,,,1,1,2018-09-10T18:45:00Z,Group D3,National Stadium,Ta' Qali
ME,LT,2,0,,,2,0,2018-09-10T18:45:00Z,Group C4,Gradski Stadion Podgorica,Podgorica
RS,RO,2,2,,,2,2,2018-09-10T18:45:00Z,Group C4,Stadion FK Partizan,Belgrade
FR,NL,2,1,,,2,1,2018-09-09T18:45:00Z,Group A1,Stade de FR,Saint-Denis
LI,GI,2,0,,,2,0,2018-09-09T18:45:00Z,Group D4,Rheinpark Stadion,Vaduz
CY,SI,2,1,,,2,1,2018-09-09T18:45:00Z,Group C3,GSP,Nicosia
GE,LV,1,0,,,1,0,2018-09-09T16:00:00Z,Group D1,Boris Paichadze National Stadium Dinamo Arena,Tbilisi
DK,GB-WLS,2,0,,,2,0,2018-09-09T16:00:00Z,Group B4,Aarhus Stadium,Aarhus
MK,AM,2,0,,,2,0,2018-09-09T16:00:00Z,Group D4,National Arena Todor Proeski,Skopje
BG,NO,1,0,,,1,0,2018-09-09T16:00:00Z,Group C3,Natsionalen Stadion Vasil Levski,Sofia
UA,SK,1,0,,,1,0,2018-09-09T13:00:00Z,Group B1,Arena Lviv,Lviv
GB-ENG,ES,1,2,,,1,2,2018-09-08T18:45:00Z,Group A4,Wembley Stadium,London
LU,MD,4,0,,,4,0,2018-09-08T18:45:00Z,Group D2,Stade Josy Barthel,LU
EE,GR,0,1,,,0,1,2018-09-08T18:45:00Z,Group C2,Lilleküla Stadium,Tallinn
CH,IS,6,0,,,6,0,2018-09-08T16:00:00Z,Group A2,Arena St. Gallen,St Gallen
BY,SM,5,0,,,5,0,2018-09-08T16:00:00Z,Group D2,National Olympic Stadium Dinamo,Minsk
FI,HU,1,0,,,1,0,2018-09-08T16:00:00Z,Group C2,Tampere Stadion,Tampere
GB-NIR,BA,1,2,,,1,2,2018-09-08T13:00:00Z,Group B3,Windsor Park,Belfast
IT,PL,1,1,,,1,1,2018-09-07T18:45:00Z,Group A3,Renato Dall'Ara,Bologna
AL,IL,1,0,,,1,0,2018-09-07T18:45:00Z,Group C1,Elbasan Arena,Elbasan
TR,RU,1,2,,,1,2,2018-09-07T18:45:00Z,Group B2,Şenol Güneş Spor Kompleksi,Trabzon
FO,MT,3,1,,,3,1,2018-09-07T18:45:00Z,Group D3,Tórsvøllur,Torshavn
RO,ME,0,0,,,0,0,2018-09-07T18:45:00Z,Group C4,Stadionul Ilie Oană,Ploiesti
LT,RS,0,1,,,0,1,2018-09-07T18:45:00Z,Group C4,LFF stadionas,Vilnius
AZ,XK,0,0,,,0,0,2018-09-07T16:00:00Z,Group D3,Baku Olympic Stadium,Baku
DE,FR,0,0,,,0,0,2018-09-06T18:45:00Z,Group A1,Fußball Arena München,Munich
CZ,UA,1,2,,,1,2,2018-09-06T18:45:00Z,Group B1,City Stadium,Uherske Hradiste
LV,AD,0,0,,,0,0,2018-09-06T18:45:00Z,Group D1,Daugava,Riga
GB-WLS,IE,4,1,,,4,1,2018-09-06T18:45:00Z,Group B4,Cardiff City Stadium,Cardiff
GI,MK,0,2,,,0,2,2018-09-06T18:45:00Z,Group D4,Victoria Stadium,GI
NO,CY,2,0,,,2,0,2018-09-06T18:45:00Z,Group C3,Ullevaal Stadion,Oslo
SI,BG,1,2,,,1,2,2018-09-06T18:45:00Z,Group C3,Stadion Stožice,Ljubljana
AM,LI,2,1,,,2,1,2018-09-06T16:00:00Z,Group D4,Republican Stadium after Vazgen Sargsyan,Yerevan
KZ,GE,0,2,,,0,2,2018-09-06T14:00:00Z,Group D1,Astana Arena,Astana
