home_team,away_team,home_score,away_score,home_penalty,away_penalty,home_score_total,away_score_total,date,stage,stadium,city
ES,GB-ENG,2,1,,,2,1,2024-07-14T19:00:00Z,Final,Olympiastadion,Berlin
NL,GB-ENG,1,2,,,1,2,2024-07-10T19:00:00Z,Semi-finals,BVB Stadion Dortmund,Dortmund
ES,FR,2,1,,,2,1,2024-07-09T19:00:00Z,Semi-finals,Munich Football Arena,Munich
NL,TR,2,1,,,2,1,2024-07-06T19:00:00Z,Quarter-finals,Olympiastadion,Berlin
GB-ENG,CH,1,1,5,3,6,4,2024-07-06T16:00:00Z,Quarter-finals,Düsseldorf Arena,Dusseldorf
PT,FR,0,0,3,5,3,5,2024-07-05T19:00:00Z,Quarter-finals,Volksparkstadion,Hamburg
ES,DE,2,1,,,2,1,2024-07-05T16:00:00Z,Quarter-finals,Stuttgart Arena,Stuttgart
AT,TR,1,2,,,1,2,2024-07-02T19:00:00Z,Round of 16,Leipzig Stadium,Leipzig
RO,NL,0,3,,,0,3,2024-07-02T16:00:00Z,Round of 16,Munich Football Arena,Munich
PT,SI,0,0,3,0,3,0,2024-07-01T19:00:00Z,Round of 16,Frankfurt Arena,Frankfurt am Main
FR,BE,1,0,,,1,0,2024-07-01T16:00:00Z,Round of 16,Düsseldorf Arena,Dusseldorf
ES,GE,4,1,,,4,1,2024-06-30T19:00:00Z,Round of 16,Cologne Stadium,Cologne
GB-ENG,SK,1,1,,,2,1,2024-06-30T16:00:00Z,Round of 16,Arena AufSchalke,Gelsenkirchen
DE,DK,2,0,,,2,0,2024-06-29T19:00:00Z,Round of 16,BVB Stadion Dortmund,Dortmund
CH,IT,2,0,,,2,0,2024-06-29T16:00:00Z,Round of 16,Olympiastadion,Berlin
CZ,TR,1,2,,,1,2,2024-06-26T19:00:00Z,Group F,Volksparkstadion,Hamburg
GE,PT,2,0,,,2,0,2024-06-26T19:00:00Z,Group F,Arena AufSchalke,Gelsenkirchen
UA,BE,0,0,,,0,0,2024-06-26T16:00:00Z,Group E,Stuttgart Arena,Stuttgart
SK,RO,1,1,,,1,1,2024-06-26T16:00:00Z,Group E,Frankfurt Arena,Frankfurt am Main
DK,RS,0,0,,,0,0,2024-06-25T19:00:00Z,Group C,Munich Football Arena,Munich
GB-ENG,SI,0,0,,,0,0,2024-06-25T19:00:00Z,Group C,Cologne Stadium,Cologne
FR,PL,1,1,,,1,1,2024-06-25T16:00:00Z,Group D,BVB Stadion Dortmund,Dortmund
NL,AT,2,3,,,2,3,2024-06-25T16:00:00Z,Group D,Olympiastadion,Berlin
HR,IT,1,1,,,1,1,2024-06-24T19:00:00Z,Group B,Leipzig Stadium,Leipzig
AL,ES,0,1,,,0,1,2024-06-24T19:00:00Z,Group B,Düsseldorf Arena,Dusseldorf
GB-SCT,HU,0,1,,,0,1,2024-06-23T19:00:00Z,Group A,Stuttgart Arena,Stuttgart
CH,DE,1,1,,,1,1,2024-06-23T19:00:00Z,Group A,Frankfurt Arena,Frankfurt am Main
BE,RO,2,0,,,2,0,2024-06-22T19:00:00Z,Group E,Cologne Stadium,Cologne
TR,PT,0,3,,,0,3,2024-06-22T16:00:00Z,Group F,BVB Stadion Dortmund,Dortmund
GE,CZ,1,1,,,1,1,2024-06-22T13:00:00Z,Group F,Volksparkstadion,Hamburg
NL,FR,0,0,,,0,0,2024-06-21T19:00:00Z,Group D,Leipzig Stadium,Leipzig
PL,AT,1,3,,,1,3,2024-06-21T16:00:00Z,Group D,Olympiastadion,Berlin
SK,UA,1,2,,,1,2,2024-06-21T13:00:00Z,Group E,Düsseldorf Arena,Dusseldorf
ES,IT,1,0,,,1,0,2024-06-20T19:00:00Z,Group B,Arena AufSchalke,Gelsenkirchen
DK,GB-ENG,1,1,,,1,1,2024-06-20T16:00:00Z,Group C,Frankfurt Arena,Frankfurt am Main
SI,RS,1,1,,,1,1,2024-06-20T13:00:00Z,Group C,Munich Football Arena,Munich
GB-SCT,CH,1,1,,,1,1,2024-06-19T19:00:00Z,Group A,Cologne Stadium,Cologne
DE,HU,2,0,,,2,0,2024-06-19T16:00:00Z,Group A,Stuttgart Arena,Stuttgart
HR,AL,2,2,,,2,2,2024-06-19T13:00:00Z,Group B,Volksparkstadion,Hamburg
PT,CZ,2,1,,,2,1,2024-06-18T19:00:00Z,Group F,Leipzig Stadium,Leipzig
TR,GE,3,1,,,3,1,2024-06-18T16:00:00Z,Group F,BVB Stadion Dortmund,Dortmund
AT,FR,0,1,,,0,1,2024-06-17T19:00:00Z,Group D,Düsseldorf Arena,Dusseldorf
BE,SK,0,1,,,0,1,2024-06-17T16:00:00Z,Group E,Frankfurt Arena,Frankfurt am Main
RO,UA,3,0,,,3,0,2024-06-17T13:00:00Z,Group E,Munich Football Arena,Munich
RS,GB-ENG,0,1,,,0,1,2024-06-16T19:00:00Z,Group C,Arena AufSchalke,Gelsenkirchen
SI,DK,1,1,,,1,1,2024-06-16T16:00:00Z,Group C,Stuttgart Arena,Stuttgart
PL,NL,1,2,,,1,2,2024-06-16T13:00:00Z,Group D,Volksparkstadion,Hamburg
IT,AL,2,1,,,2,1,2024-06-15T19:00:00Z,Group B,BVB Stadion Dortmund,Dortmund
ES,HR,3,0,,,3,0,2024-06-15T16:00:00Z,Group B,Olympiastadion,Berlin
HU,CH,1,3,,,1,3,2024-06-15T13:00:00Z,Group A,Cologne Stadium,Cologne
DE,GB-SCT,5,1,,,5,1,2024-06-14T19:00:00Z,Group A,Munich Football Arena,Munich
